Идентификатор рейса,Количество BSM в данном рейсе
8647696.0,383
8647698.0,26
8647701.0,307
8647702.0,290
8647705.0,88
8647707.0,42
8647708.0,96
8647712.0,81
8647713.0,28
8647714.0,250
8647716.0,86
8647718.0,90
8647721.0,66
8647724.0,60
8647725.0,48
8647727.0,69
8647730.0,39
8647731.0,73
8647732.0,61
8647739.0,61
8647741.0,94
8648704.0,43
8647747.0,282
8647751.0,247
8647753.0,102
8647754.0,43
8647760.0,81
8647761.0,32
8647762.0,114
8647763.0,177
8647766.0,244
8647768.0,34
8647770.0,65
8647771.0,249
8647773.0,30
8647775.0,46
8647776.0,37
8647778.0,152
8647780.0,66
8647781.0,63
8647783.0,129
8647784.0,53
8647786.0,45
8647788.0,37
8647793.0,173
8647796.0,58
8647797.0,35
8647802.0,71
8647804.0,36
8647805.0,47
8647808.0,86
8647810.0,65
8647811.0,383
8647813.0,39
8647816.0,210
8647817.0,56
8647820.0,284
8647822.0,106
8647823.0,407
8647825.0,93
8647826.0,341
8647827.0,66
8647831.0,34
8647832.0,53
8647834.0,81
8647836.0,75
8647839.0,45
8647842.0,85
8647845.0,92
8647846.0,81
8647847.0,49
8647852.0,29
8647857.0,331
8647858.0,55
8647860.0,45
8647864.0,27
8647866.0,94
8647867.0,68
8647870.0,281
8647873.0,253
8647876.0,69
8647877.0,19
8647880.0,75
8647882.0,75
8647885.0,61
8647886.0,226
8647889.0,271
8647890.0,23
8647893.0,60
8647895.0,60
8647898.0,40
8647899.0,229
8647902.0,400
8647905.0,73
8647906.0,35
8647907.0,29
8647909.0,42
8647911.0,57
8647914.0,53
8647916.0,37
8647921.0,21
8647922.0,179
8647925.0,36
8647927.0,35
8647928.0,69
8647930.0,75
8647934.0,200
8647938.0,68
8647942.0,307
8647945.0,50
8647947.0,17
8647950.0,56
8647952.0,42
8647953.0,274
8647955.0,46
8647960.0,44
8647961.0,88
8647964.0,47
8647966.0,73
8647967.0,56
8647969.0,74
8647971.0,67
8647972.0,36
8647974.0,64
8647975.0,55
8647976.0,50
8647977.0,43
8647980.0,52
8647981.0,66
8648113.0,46
8648114.0,31
8648117.0,23
8648124.0,31
8648126.0,86
8648132.0,149
8648133.0,164
8648135.0,30
8648140.0,30
8648144.0,86
8648156.0,51
8648157.0,185
8648159.0,83
8648161.0,22
8648163.0,82
8648164.0,75
8648165.0,73
8648166.0,46
8648168.0,47
8648169.0,209
8648171.0,122
8648172.0,74
8648173.0,38
8648176.0,37
8648177.0,47
8648180.0,107
8648181.0,34
8648182.0,222
8648183.0,36
8648185.0,147
8648186.0,102
8648187.0,90
8648189.0,49
8648194.0,90
8648195.0,34
8648196.0,35
8648198.0,84
8648199.0,215
8648200.0,133
8648203.0,161
8648206.0,36
8648207.0,46
8648208.0,53
8648210.0,59
8648211.0,30
8648212.0,52
8648213.0,134
8648214.0,75
8648215.0,156
8648216.0,102
8648217.0,94
8648220.0,147
8648222.0,76
8648228.0,72
8648231.0,29
8648232.0,53
8648235.0,104
8648238.0,22
8648239.0,6
8648243.0,53
8648246.0,24
8648250.0,59
8648251.0,68
8648252.0,28
8648255.0,27
8648257.0,19
8648258.0,35
8648260.0,47
8648265.0,21
8648267.0,24
8648268.0,106
8648270.0,33
8648273.0,20
8648274.0,55
8648275.0,15
8648278.0,38
8648280.0,31
8648281.0,56
8648282.0,101
8648285.0,65
8648286.0,82
8648287.0,252
8648289.0,294
8648290.0,51
8648291.0,41
8648294.0,47
8648296.0,30
8648297.0,38
8648299.0,46
8648301.0,46
8648302.0,111
8648305.0,83
8648306.0,30
8648307.0,204
8648308.0,53
8648310.0,61
8648315.0,77
8648316.0,116
8648317.0,105
8648318.0,74
8648320.0,18
8648321.0,53
8648323.0,72
8648324.0,53
8648325.0,87
8648331.0,48
8648333.0,48
8648335.0,263
8648336.0,45
8648338.0,26
8648339.0,12
8648340.0,52
8648342.0,53
8648344.0,38
8648346.0,44
8648349.0,19
8648350.0,117
8648353.0,64
8648354.0,54
8648357.0,24
8648359.0,178
8648362.0,103
8648365.0,108
8648366.0,136
8648367.0,61
8648368.0,373
8648371.0,96
8648372.0,60
8648373.0,40
8648375.0,92
8648376.0,40
8648378.0,52
8648379.0,46
8648380.0,56
8648381.0,47
8648384.0,106
8648385.0,66
8648386.0,71
8648387.0,114
8648388.0,30
8648391.0,80
8648393.0,70
8648396.0,76
8648397.0,62
8648398.0,50
8648399.0,44
8648401.0,57
8648406.0,84
8648408.0,106
8648410.0,130
8648411.0,27
8648414.0,95
8648415.0,101
8648417.0,132
8648418.0,150
8648420.0,37
8648424.0,74
8648425.0,42
8648426.0,50
8648427.0,72
8648430.0,34
8648431.0,72
8648433.0,47
8648436.0,105
8648439.0,25
8648441.0,50
8648442.0,142
8648444.0,48
8648447.0,56
8648448.0,54
8648450.0,28
8648451.0,58
8648452.0,86
8648453.0,50
8648455.0,102
8648457.0,28
8648458.0,285
8648462.0,152
8648464.0,56
8648466.0,43
8648468.0,139
8648469.0,22
8648472.0,48
8648475.0,89
8648477.0,443
8648479.0,200
8648480.0,67
8648482.0,77
8648484.0,28
8648489.0,85
8648490.0,108
8648497.0,63
8648501.0,230
8648503.0,68
8648512.0,28
8648515.0,78
8648516.0,32
8648517.0,71
8648519.0,58
8648521.0,65
8648522.0,32
8648525.0,51
8648828.0,21
8648527.0,60
8648529.0,46
8648531.0,35
8648532.0,26
8648533.0,60
8648535.0,85
8648536.0,38
8648537.0,48
8648541.0,34
8648542.0,90
8648545.0,79
8648546.0,61
8648548.0,49
8648550.0,79
8648552.0,50
8648554.0,83
8648556.0,51
8648557.0,221
8648560.0,53
8648561.0,103
8648563.0,57
8648566.0,76
8648571.0,100
8648573.0,80
8648574.0,70
8648576.0,41
8648577.0,48
8648578.0,69
8648580.0,67
8648583.0,76
8648584.0,45
8648588.0,51
8648591.0,56
8648594.0,54
8648597.0,182
8648600.0,105
8648601.0,63
8648603.0,37
8648604.0,57
8648607.0,38
8648609.0,43
8648610.0,35
8648615.0,53
8648616.0,75
8648619.0,29
8648621.0,117
8648623.0,49
8648624.0,44
8648629.0,408
8648631.0,54
8648632.0,52
8648634.0,93
8648635.0,85
8648640.0,65
8648641.0,50
8648645.0,258
8648648.0,95
8648650.0,383
8648652.0,26
8648655.0,288
8648656.0,178
8648657.0,42
8648661.0,88
8648663.0,28
8648664.0,80
8648684.0,61
8648686.0,94
8648697.0,261
8648698.0,102
8648709.0,114
8648710.0,59
8648713.0,308
8648715.0,35
8648717.0,244
8648724.0,37
8648726.0,63
8648727.0,49
8648728.0,65
8648730.0,65
8648733.0,53
8648738.0,37
8648740.0,187
8648748.0,63
8648750.0,47
8648751.0,67
8648755.0,157
8648756.0,383
8648757.0,65
8648763.0,210
8648764.0,56
8648765.0,90
8648767.0,256
8648770.0,106
8648772.0,407
8648775.0,141
8648777.0,341
8648778.0,279
8648781.0,40
8648782.0,53
8648784.0,34
8648787.0,89
8648788.0,74
8648794.0,85
8648797.0,92
8648799.0,80
8648800.0,49
8648806.0,55
8648807.0,318
8648811.0,45
8648815.0,94
8648816.0,252
8648819.0,68
8648821.0,43
8648823.0,36
8648826.0,75
8648829.0,61
8648831.0,274
8648833.0,94
8648837.0,60
8648839.0,345
8648840.0,60
8648843.0,40
8648845.0,229
8648848.0,400
8648849.0,46
8648850.0,35
8648853.0,57
8648854.0,35
8648859.0,52
8648860.0,185
8648861.0,139
8648863.0,45
8648866.0,199
8648869.0,69
8648871.0,75
8648876.0,199
8648878.0,68
8648882.0,67
8648884.0,307
8648886.0,50
8648888.0,55
8648891.0,42
8648892.0,46
8648899.0,43
8648900.0,39
8648901.0,88
8648903.0,47
8648908.0,73
8648909.0,86
8648913.0,64
8648916.0,55
8648917.0,66
8648919.0,51
8648920.0,42
8649046.0,53
8649048.0,53
8649070.0,194
8649072.0,53
8649075.0,53
8649079.0,53
8649082.0,53
8649086.0,53
8649088.0,53
8649091.0,53
8649095.0,52
8649098.0,52
8649100.0,47
8649101.0,43
8649104.0,51
8649112.0,51
8649115.0,28
8649116.0,83
8649117.0,75
8649119.0,82
8649120.0,73
8649121.0,46
8649122.0,49
8649124.0,209
8649125.0,122
8649127.0,74
8649128.0,122
8649130.0,37
8649133.0,38
8649134.0,44
8649137.0,34
8649139.0,222
8649141.0,36
8649143.0,103
8649144.0,90
8649145.0,154
8649146.0,51
8649150.0,177
8649151.0,90
8649152.0,35
8649153.0,34
8649155.0,66
8649157.0,160
8649162.0,60
8649164.0,36
8649167.0,59
8649168.0,37
8649169.0,133
8649170.0,74
8649171.0,102
8649174.0,133
8649178.0,147
8649179.0,114
8649181.0,168
8649183.0,75
8649186.0,132
8649189.0,72
8649197.0,104
8649200.0,22
8649201.0,14
8649207.0,24
8649208.0,44
8649212.0,68
8649213.0,81
8649214.0,26
8649215.0,32
8649219.0,27
8649221.0,47
8649229.0,24
8649230.0,106
8649231.0,33
8649233.0,16
8649235.0,55
8649236.0,17
8649237.0,61
8649239.0,38
8649240.0,44
8649243.0,56
8649244.0,101
8649247.0,65
8649248.0,167
8649250.0,51
8649251.0,46
8649253.0,41
8649256.0,30
8649259.0,111
8649260.0,46
8649261.0,30
8649262.0,83
8649266.0,63
8649267.0,61
8649268.0,77
8649269.0,197
8649271.0,77
8649272.0,116
8649273.0,101
8649275.0,115
8649278.0,72
8649279.0,53
8649280.0,87
8649282.0,53
8649283.0,14
8649285.0,45
8649287.0,260
8649289.0,26
8649290.0,68
8649294.0,52
8649295.0,12
8649299.0,38
8649301.0,45
8649302.0,19
8649305.0,54
8649310.0,24
8649312.0,97
8649313.0,103
8649315.0,222
8649316.0,108
8649320.0,137
8649321.0,62
8649324.0,96
8649325.0,44
8649326.0,40
8649328.0,92
8649329.0,40
8649331.0,46
8649332.0,52
8649334.0,17
8649336.0,44
8649337.0,56
8649339.0,66
8649341.0,114
8649342.0,30
8649343.0,71
8649346.0,49
8649348.0,144
8649349.0,50
8649356.0,22
8649357.0,224
8649358.0,76
8649359.0,57
8649365.0,69
8649367.0,130
8649369.0,211
8649370.0,26
8649372.0,100
8649373.0,83
8649377.0,132
8649378.0,37
8649380.0,33
8649388.0,34
8649389.0,47
8649390.0,106
8649392.0,105
8649398.0,410
8649399.0,86
8649400.0,50
8649401.0,142
8649403.0,58
8649406.0,56
8649407.0,48
8649410.0,55
8649411.0,28
8649416.0,89
8649417.0,54
8649421.0,152
8649423.0,56
8649424.0,43
8649426.0,60
8649427.0,21
8649429.0,132
8649430.0,48
8649436.0,89
8649438.0,72
8649440.0,59
8649444.0,107
8649446.0,85
8649447.0,29
8649454.0,60
8649458.0,81
8649465.0,72
8649467.0,32
8649468.0,69
8649472.0,134
8649475.0,32
8649476.0,65
8649478.0,191
8649479.0,51
8649480.0,72
8649484.0,26
8649488.0,86
8649489.0,60
8649493.0,43
8649495.0,34
8649498.0,93
8649499.0,90
8649502.0,49
8649504.0,62
8649505.0,31
8649506.0,83
8649509.0,79
8649511.0,78
8649513.0,59
8649517.0,103
8649518.0,53
8649519.0,77
8649521.0,57
8649523.0,209
8649527.0,59
8649529.0,70
8649531.0,50
8649532.0,41
8649533.0,42
8649534.0,99
8649536.0,67
8649538.0,59
8649539.0,55
8649544.0,51
8649546.0,54
8649551.0,182
8649552.0,57
8649553.0,60
8649556.0,30
8649557.0,57
8649559.0,38
8649561.0,36
8649563.0,43
8649567.0,47
8649568.0,75
8649569.0,53
8649572.0,29
8649577.0,54
8649578.0,59
8649581.0,407
8649585.0,93
8649586.0,39
8649587.0,85
8649590.0,123
8649591.0,64
8649593.0,60
8649594.0,66
8649596.0,258
8649598.0,384
8649602.0,26
8649606.0,307
8649607.0,42
8649608.0,97
8649611.0,28
8649613.0,80
8649614.0,251
8649617.0,54
8649618.0,89
8649620.0,84
8649621.0,66
8649625.0,50
8649626.0,69
8649629.0,38
8649633.0,52
8649634.0,63
8649636.0,94
8649638.0,64
8649649.0,284
8649651.0,247
8649654.0,102
8649655.0,277
8649658.0,43
8649660.0,114
8649661.0,81
8649663.0,32
8649664.0,59
8649666.0,179
8649672.0,35
8649673.0,244
8649676.0,65
8649677.0,248
8649678.0,30
8649679.0,30
8649680.0,45
8649682.0,37
8649683.0,153
8649688.0,65
8649689.0,132
8649690.0,53
8649692.0,53
8649696.0,37
8649699.0,54
8649701.0,35
8649704.0,382
8649705.0,62
8649706.0,59
8649707.0,36
8649709.0,47
8649711.0,157
8649714.0,383
8649715.0,39
8649716.0,65
8649718.0,210
8649719.0,75
8649721.0,56
8649724.0,256
8649726.0,106
8649728.0,408
8649729.0,160
8649732.0,237
8649733.0,341
8649734.0,109
8649735.0,67
8649738.0,53
8649740.0,33
8649742.0,59
8649744.0,76
8649746.0,52
8649748.0,45
8649749.0,85
8649752.0,92
8649755.0,49
8649756.0,79
8649761.0,28
8649766.0,55
8649767.0,331
8649771.0,27
8649772.0,94
8649774.0,68
8649776.0,281
8649779.0,252
8649781.0,41
8649783.0,69
8649784.0,44
8649787.0,46
8649790.0,72
8649792.0,61
8649793.0,25
8649797.0,94
8649798.0,40
8649800.0,60
8649801.0,60
8649803.0,41
8649808.0,81
8649809.0,35
8649811.0,46
8649812.0,57
8649815.0,35
8649819.0,37
8649823.0,21
8649824.0,176
8649831.0,75
8649832.0,69
8649833.0,35
8649835.0,151
8649841.0,68
8649842.0,54
8649843.0,342
8649848.0,307
8649849.0,59
8649851.0,17
8649852.0,50
8649853.0,53
8649854.0,25
8649858.0,273
8649861.0,46
8649868.0,30
8649869.0,88
8649872.0,47
8649873.0,73
8649876.0,56
8649879.0,36
8649880.0,73
8649882.0,55
8649883.0,64
8649887.0,42
8649888.0,63
8649890.0,51
8649891.0,52
8650025.0,35
8650026.0,29
8650041.0,46
8650046.0,25
8650048.0,55
8650049.0,47
8650054.0,42
8650058.0,46
8650070.0,51
8650071.0,28
8650074.0,83
8650075.0,77
8650077.0,82
8650079.0,46
8650080.0,209
8650081.0,49
8650083.0,73
8650085.0,122
8650088.0,38
8650089.0,37
8650091.0,37
8650092.0,44
8650093.0,110
8650095.0,34
8650096.0,37
8650097.0,49
8650098.0,222
8650100.0,120
8650102.0,93
8650103.0,103
8650104.0,49
8650105.0,211
8650106.0,52
8650110.0,186
8650111.0,259
8650113.0,90
8650114.0,34
8650115.0,35
8650116.0,66
8650121.0,41
8650122.0,47
8650123.0,55
8650126.0,37
8650127.0,135
8650128.0,74
8650129.0,102
8650131.0,133
8650137.0,76
8650140.0,115
8650144.0,72
8650148.0,52
8650150.0,28
8650154.0,104
8650160.0,21
8650162.0,13
8650166.0,24
8650170.0,44
8650172.0,67
8650173.0,40
8650177.0,26
8650178.0,27
8650179.0,35
8650183.0,48
8650185.0,21
8650188.0,24
8650191.0,106
8650193.0,33
8650196.0,16
8650197.0,17
8650199.0,55
8650202.0,38
8650203.0,101
8650204.0,56
8650207.0,379
8650208.0,65
8650209.0,82
8650212.0,51
8650214.0,41
8650217.0,30
8650218.0,38
8650222.0,46
8650223.0,46
8650224.0,111
8650225.0,83
8650226.0,30
8650229.0,61
8650231.0,53
8650233.0,77
8650234.0,213
8650235.0,77
8650236.0,115
8650237.0,18
8650238.0,72
8650239.0,53
8650243.0,233
8650244.0,53
8650245.0,45
8650246.0,88
8650249.0,48
8650251.0,146
8650253.0,25
8650256.0,45
8650257.0,54
8650259.0,12
8650262.0,53
8650263.0,38
8650265.0,45
8650267.0,19
8650268.0,54
8650275.0,24
8650276.0,215
8650278.0,83
8650280.0,103
8650282.0,222
8650283.0,108
8650286.0,240
8650289.0,193
8650317.0,61
8650290.0,61
8650291.0,62
8650292.0,40
8650293.0,92
8650294.0,40
8650295.0,54
8650297.0,52
8650298.0,47
8650300.0,58
8650301.0,17
8650303.0,56
8650304.0,58
8650306.0,66
8650307.0,106
8650308.0,47
8650311.0,30
8650312.0,69
8650313.0,49
8650315.0,76
8650318.0,50
8650322.0,48
8650323.0,57
8650326.0,69
8650328.0,84
8650329.0,130
8650331.0,211
8650332.0,26
8650333.0,95
8650335.0,54
8650338.0,132
8650340.0,37
8650342.0,33
8650344.0,50
8650347.0,42
8650348.0,70
8650349.0,34
8650351.0,47
8650352.0,72
8650353.0,105
8650356.0,24
8650359.0,142
8650360.0,50
8650361.0,47
8650364.0,48
8650365.0,56
8650367.0,28
8650368.0,72
8650370.0,86
8650371.0,55
8650372.0,28
8650375.0,285
8650377.0,54
8650379.0,88
8650380.0,56
8650382.0,152
8650385.0,43
8650387.0,21
8650388.0,48
8650389.0,132
8650391.0,89
8650394.0,443
8650398.0,68
8650399.0,77
8650402.0,59
8650406.0,85
8650407.0,107
8650412.0,143
8650414.0,62
8650418.0,80
8650428.0,155
8650430.0,32
8650433.0,77
8650434.0,71
8650438.0,32
8650440.0,212
8650442.0,72
8650443.0,51
8650446.0,39
8650447.0,26
8650450.0,34
8650452.0,60
8650453.0,42
8650454.0,85
8650455.0,38
8650457.0,33
8650461.0,90
8650462.0,77
8650465.0,48
8650466.0,79
8650467.0,62
8650468.0,83
8650469.0,50
8650470.0,58
8650473.0,78
8650478.0,103
8650479.0,53
8650481.0,65
8650482.0,76
8650490.0,86
8650493.0,99
8650494.0,69
8650495.0,48
8650496.0,99
8650497.0,41
8650499.0,67
8650500.0,46
8650503.0,63
8650506.0,56
8650508.0,51
8650509.0,54
8650513.0,182
8650516.0,57
8650519.0,116
8650521.0,37
8650522.0,38
8650524.0,75
8650525.0,56
8650528.0,52
8650529.0,75
8650534.0,29
8650536.0,44
8650538.0,54
8650541.0,407
8650543.0,53
8650545.0,93
8650546.0,52
8650548.0,85
8650550.0,64
8650551.0,122
8650556.0,60
8650557.0,258
8650561.0,384
8650562.0,26
8650565.0,36
8650567.0,307
8650568.0,42
8650569.0,97
8650571.0,73
8650572.0,252
8650574.0,80
8650576.0,84
8650577.0,49
8650579.0,89
8650582.0,66
8650583.0,50
8650586.0,69
8650588.0,40
8650590.0,73
8650593.0,47
8650594.0,52
8650595.0,94
8650596.0,64
8650602.0,73
8650604.0,68
8650609.0,285
8650610.0,102
8650612.0,247
8650617.0,43
8650618.0,80
8650619.0,37
8650621.0,113
8650624.0,180
8650626.0,35
8650628.0,244
8650632.0,30
8650634.0,45
8650635.0,45
8650639.0,37
8650641.0,184
8650643.0,65
8650645.0,53
8650646.0,52
8650649.0,37
8650654.0,35
8650655.0,58
8650658.0,62
8650660.0,382
8650663.0,36
8650664.0,47
8650665.0,186
8650667.0,65
8650668.0,384
8650670.0,39
8650673.0,210
8650674.0,56
8650677.0,106
8650678.0,408
8650680.0,161
8650683.0,92
8650684.0,341
8650685.0,278
8650686.0,64
8650690.0,40
8650691.0,38
8650692.0,33
8650693.0,74
8650698.0,45
8650699.0,85
8650702.0,173
8650703.0,79
8650704.0,49
8650706.0,92
8650709.0,28
8650713.0,318
8650714.0,55
8650717.0,45
8650721.0,27
8650722.0,94
8650725.0,68
8650728.0,229
8650731.0,43
8650733.0,44
8650735.0,184
8650737.0,74
8650738.0,144
8650741.0,75
8650742.0,60
8650745.0,23
8650748.0,164
8650750.0,60
8650751.0,60
8650753.0,41
8650758.0,400
8650761.0,74
8650762.0,32
8650764.0,29
8650765.0,57
8650766.0,42
8650769.0,250
8650772.0,37
8650774.0,21
8650779.0,199
8650784.0,75
8650787.0,60
8650791.0,68
8650797.0,308
8650798.0,60
8650800.0,17
8650802.0,50
8650805.0,52
8650807.0,55
8650809.0,46
8650811.0,280
8650815.0,42
8650819.0,88
8650820.0,39
8650822.0,47
8650825.0,73
8650826.0,86
8650829.0,36
8650831.0,64
8650832.0,55
8650835.0,51
8650836.0,42
8650837.0,66
8650978.0,51
8650979.0,185
8650983.0,27
8650984.0,84
8650985.0,77
8650986.0,82
8650987.0,274
8650989.0,46
8650990.0,208
8650991.0,49
8650993.0,121
8650995.0,72
8650996.0,38
8650998.0,37
8650999.0,44
8651000.0,37
8651001.0,110
8651002.0,34
8651003.0,37
8651004.0,222
8651007.0,141
8651008.0,90
8651009.0,103
8651011.0,91
8651012.0,53
8651018.0,89
8651021.0,35
8651022.0,34
8651023.0,66
8651024.0,41
8651029.0,47
8651030.0,55
8651031.0,36
8651033.0,30
8651034.0,59
8651035.0,52
8651036.0,73
8651038.0,102
8651039.0,202
8651042.0,146
8651045.0,86
8651049.0,132
8651052.0,71
8651055.0,52
8651056.0,28
8651058.0,104
8651063.0,21
8651064.0,8
8651068.0,23
8651069.0,47
8651072.0,63
8651073.0,67
8651076.0,26
8651078.0,35
8651080.0,27
8651082.0,47
8651085.0,21
8651088.0,105
8651090.0,24
8651091.0,33
8651094.0,17
8651095.0,16
8651096.0,55
8651097.0,61
8651100.0,38
8651101.0,60
8651103.0,56
8651104.0,53
8651108.0,78
8651109.0,52
8651110.0,41
8651113.0,30
8651116.0,110
8651119.0,41
8651120.0,45
8651121.0,51
8651122.0,82
8651124.0,30
8651127.0,61
8651128.0,53
8651130.0,211
8651132.0,77
8651134.0,101
8651135.0,77
8651137.0,116
8651139.0,72
8651140.0,18
8651141.0,52
8651142.0,115
8651143.0,53
8651144.0,87
8651146.0,82
8651150.0,260
8651151.0,48
8651153.0,25
8651155.0,45
8651158.0,52
8651159.0,12
8651160.0,45
8651163.0,53
8651164.0,47
8651166.0,19
8651169.0,54
8651173.0,24
8651175.0,97
8651176.0,58
8651177.0,222
8651179.0,101
8651180.0,108
8651181.0,137
8651183.0,62
8651188.0,40
8651189.0,59
8651190.0,40
8651192.0,93
8651194.0,55
8651195.0,47
8651196.0,52
8651197.0,58
8651199.0,56
8651200.0,22
8651202.0,67
8651203.0,70
8651204.0,114
8651205.0,30
8651208.0,149
8651209.0,69
8651210.0,49
8651211.0,124
8651213.0,61
8651215.0,76
8651216.0,49
8651220.0,57
8651221.0,47
8651222.0,77
8651223.0,56
8651225.0,84
8651226.0,69
8651229.0,130
8651230.0,26
8651231.0,81
8651232.0,100
8651238.0,150
8651239.0,323
8651240.0,37
8651244.0,33
8651246.0,70
8651248.0,42
8651249.0,47
8651250.0,63
8651251.0,33
8651253.0,55
8651255.0,105
8651257.0,24
8651258.0,86
8651260.0,142
8651261.0,49
8651263.0,47
8651265.0,56
8651267.0,146
8651268.0,28
8651269.0,57
8651271.0,28
8651273.0,28
8651274.0,285
8651278.0,152
8651280.0,55
8651283.0,43
8651286.0,21
8651287.0,60
8651288.0,132
8651290.0,48
8651293.0,46
8651296.0,48
8651297.0,68
8651299.0,59
8651306.0,85
8651307.0,107
8651308.0,74
8651309.0,29
8651312.0,46
8651315.0,62
8651318.0,229
8651320.0,67
8651328.0,69
8651331.0,77
8651332.0,31
8651333.0,366
8651335.0,69
8651336.0,32
8651341.0,71
8651342.0,51
8651343.0,143
8651346.0,34
8651351.0,60
8651352.0,43
8651353.0,38
8651354.0,56
8651358.0,33
8651361.0,90
8651363.0,61
8651364.0,48
8651365.0,79
8651366.0,34
8651367.0,50
8651369.0,58
8651371.0,82
8651374.0,78
8651377.0,53
8651379.0,103
8651380.0,65
8651382.0,76
8651388.0,99
8651390.0,69
8651392.0,85
8651393.0,69
8651394.0,46
8651395.0,41
8651397.0,67
8651402.0,76
8651403.0,59
8651405.0,56
8651406.0,56
8651409.0,54
8651412.0,182
8651416.0,63
8651419.0,37
8651421.0,57
8651422.0,38
8651425.0,74
8651426.0,36
8651427.0,53
8651429.0,74
8651431.0,53
8651432.0,29
8651436.0,98
8651438.0,44
8651441.0,407
8651443.0,53
8651445.0,127
8651446.0,39
8651449.0,85
8651451.0,53
8651452.0,64
8651454.0,60
8651455.0,66
8651458.0,392
8651461.0,210
8651462.0,26
8651465.0,307
8651466.0,178
8651467.0,73
8651469.0,42
8651470.0,92
8651472.0,252
8651474.0,80
8651475.0,28
8651478.0,46
8651479.0,84
8651481.0,66
8651483.0,78
8651484.0,50
8651487.0,69
8651488.0,40
8651490.0,155
8651492.0,73
8651496.0,51
8651497.0,55
8651499.0,95
8651501.0,64
8651502.0,61
8651511.0,299
8651515.0,113
8651517.0,43
8651518.0,277
8651524.0,59
8651526.0,113
8651527.0,80
8651531.0,35
8651532.0,244
8651535.0,247
8651537.0,134
8651539.0,45
8651542.0,37
8651544.0,65
8651547.0,52
8651549.0,53
8651551.0,37
8651553.0,187
8651559.0,58
8651560.0,34
8651562.0,231
8651564.0,62
8651565.0,36
8651568.0,46
8651569.0,186
8651572.0,64
8651574.0,39
8651576.0,384
8651578.0,28
8651579.0,210
8651581.0,56
8651585.0,256
8651586.0,106
8651587.0,408
8651589.0,143
8651592.0,108
8651593.0,208
8651594.0,341
8651598.0,235
8651599.0,52
8651601.0,33
8651603.0,80
8651605.0,56
8651607.0,74
8651608.0,45
8651612.0,85
8651613.0,92
8651614.0,79
8651617.0,49
8651620.0,28
8651625.0,55
8651627.0,332
8651629.0,27
8651630.0,45
8651633.0,94
8651634.0,253
8651637.0,68
8651640.0,44
8651641.0,43
8651645.0,185
8651646.0,75
8651648.0,60
8651649.0,280
8651650.0,23
8651656.0,60
8651658.0,60
8651660.0,41
8651661.0,229
8651664.0,400
8651666.0,29
8651667.0,35
8651671.0,57
8651673.0,42
8651676.0,52
8651677.0,37
8651680.0,186
8651681.0,21
8651684.0,173
8651685.0,35
8651686.0,75
8651688.0,69
8651695.0,68
8651698.0,330
8651700.0,50
8651702.0,42
8651703.0,52
8651708.0,46
8651712.0,42
8651714.0,88
8651718.0,47
8651720.0,73
8651721.0,35
8651724.0,67
8651726.0,36
8651727.0,64
8651729.0,55
8651732.0,51
8651733.0,66
8651734.0,42
8651847.0,51
8651849.0,84
8651851.0,21
8651853.0,83
8651854.0,77
8651855.0,73
8651856.0,46
8651857.0,208
8651859.0,49
8651861.0,72
8651862.0,38
8651864.0,37
8651866.0,44
8651868.0,77
8651869.0,38
8651870.0,34
8651873.0,110
8651875.0,223
8651877.0,37
8651879.0,120
8651880.0,104
8651882.0,93
8651883.0,149
8651884.0,210
8651885.0,53
8651890.0,172
8651891.0,89
8651892.0,35
8651893.0,35
8651895.0,85
8651901.0,47
8651902.0,36
8651903.0,55
8651905.0,30
8651906.0,37
8651907.0,129
8651908.0,73
8651909.0,102
8651911.0,162
8651912.0,48
8651915.0,146
8651916.0,286
8651919.0,116
8651923.0,71
8651926.0,52
8651927.0,28
8651932.0,104
8651935.0,13
8651936.0,21
8651939.0,52
8651941.0,23
8651946.0,51
8651948.0,63
8651949.0,26
8651953.0,27
